|         493 |      112.77 |
|         494 |      140.69 |
|         495 |      120.74 |
|         496 |       88.79 |
|         497 |      129.72 |
|         498 |       97.73 |
|         499 |      123.70 |
|         500 |      115.72 |
|         501 |       89.79 |
|         502 |      138.66 |
|         503 |      115.68 |
|         504 |      133.72 |
|         505 |       97.79 |
|         506 |      152.65 |
|         507 |       95.75 |
|         508 |      127.75 |
|         509 |      100.80 |
|         510 |      122.74 |
|         511 |       99.76 |
|         512 |      115.74 |
|         513 |      148.69 |
|         514 |       74.78 |
|         515 |      126.72 |
|         516 |       98.74 |
|         517 |      105.75 |
|         518 |      111.74 |
|         519 |      103.77 |
|         520 |      134.68 |
|         521 |       80.77 |
|         522 |      167.67 |
|         523 |       93.78 |
|         524 |       87.81 |
|         525 |       74.81 |
|         526 |      221.55 |
|         527 |       81.76 |
|         528 |      111.75 |
|         529 |      118.71 |
|         530 |       76.77 |
|         531 |      118.75 |
|         532 |      152.68 |
|         533 |      141.67 |
|         534 |       88.76 |
|         535 |      135.68 |
|         536 |      117.75 |
|         537 |      103.75 |
|         538 |      117.71 |
|         539 |       90.78 |
|         540 |      112.76 |
|         541 |      108.76 |
|         542 |       94.82 |
|         543 |       82.78 |
|         544 |       98.78 |
|         545 |       89.79 |
|         546 |      103.75 |
|         547 |       99.77 |
|         548 |       79.81 |
|         549 |       77.80 |
|         550 |      159.68 |
|         551 |       96.74 |
|         552 |       90.79 |
|         553 |      107.76 |
|         554 |      101.78 |
|         555 |       74.83 |
|         556 |       83.79 |
|         557 |       73.76 |
|         558 |      135.72 |
|         559 |      110.72 |
|         560 |      132.70 |
|         561 |       96.73 |
|         562 |      109.75 |
|         563 |      110.71 |
|         564 |       91.76 |
|         565 |      126.71 |
|         566 |      141.66 |
|         567 |       85.80 |
|         568 |       66.79 |
|         569 |      134.68 |
|         570 |       99.74 |
|         571 |      121.76 |
|         572 |      108.75 |
|         573 |      120.71 |
|         574 |      109.72 |
|         575 |      126.71 |
|         576 |      139.66 |
|         577 |      117.73 |
|         578 |       96.78 |
|         579 |      111.73 |
|         580 |       99.73 |
|         581 |      107.73 |
|         582 |      113.75 |
|         583 |      117.77 |
|         584 |      129.70 |
|         585 |      117.76 |
|         586 |       64.81 |
|         587 |      108.74 |
|         588 |      115.71 |
|         589 |      129.72 |
|         590 |      112.75 |
|         591 |      134.73 |
|         592 |      111.71 |
|         593 |      113.74 |
|         594 |      130.73 |
|         595 |      117.70 |
|         596 |       96.72 |
|         597 |       99.75 |
|         598 |       83.78 |
|         599 |       83.81 |
+-------------+-------------+
599 rows in set (0.0499 sec)
 MySQL  localhost:33060+ ssl  sakila  SQL > SELECT first_name,last_name SUM(amount) AS total_pagos FROM payment GROUP BY customer_id;}
ERROR: 1064: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'SUM(amount) AS total_pagos FROM payment GROUP BY customer_id' at line 1
                                         ->
                                         -> SELECT customer_id, SUM(amount) AS total_pagos FROM payment GROUP BY customer_id;
ERROR: 1064: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '}

SELECT customer_id, SUM(amount) AS total_pagos FROM payment GROUP BY customer' at line 1
 MySQL  localhost:33060+ ssl  sakila  SQL >  SELECT customer_id, SUM(amount) AS total_pagos FROM payment GROUP BY customer_id;
+-------------+-------------+
| customer_id | total_pagos |
+-------------+-------------+
|           1 |      118.68 |
|           2 |      128.73 |
|           3 |      135.74 |
|           4 |       81.78 |
|           5 |      144.62 |
|           6 |       93.72 |
|           7 |      151.67 |
|           8 |       92.76 |
|           9 |       89.77 |
|          10 |       99.75 |
|          11 |      106.76 |
|          12 |      103.72 |
|          13 |      131.73 |
|          14 |      117.72 |
|          15 |      134.68 |
|          16 |      118.72 |
|          17 |       98.79 |
|          18 |       91.78 |
|          19 |      125.76 |
|          20 |      115.70 |
|          21 |      155.65 |
|          22 |      113.78 |
|          23 |      119.70 |
|          24 |       95.75 |
|          25 |      115.71 |
|          26 |      152.66 |
|          27 |      126.69 |
|          28 |      111.68 |
|          29 |      140.64 |
|          30 |      123.66 |
|          31 |      104.74 |
|          32 |      127.71 |
|          33 |       91.79 |
|          34 |       89.76 |
|          35 |      129.68 |
|          36 |       92.73 |
|          37 |       95.77 |
|          38 |      127.66 |
|          39 |      141.71 |
|          40 |      110.73 |
|          41 |      118.75 |
|          42 |      117.70 |
|          43 |       99.76 |
|          44 |      114.74 |
|          45 |      127.73 |
|          46 |      142.66 |
|          47 |      108.78 |
|          48 |       76.83 |
|          49 |      130.72 |
|          50 |      169.65 |
|          51 |      138.67 |
|          52 |      107.71 |
|          53 |      115.70 |
|          54 |      128.71 |
|          55 |      100.78 |
|          56 |      135.70 |
|          57 |      114.72 |
|          58 |      115.73 |
|          59 |      133.73 |
|          60 |       98.75 |
|          61 |       58.86 |
|          62 |       84.77 |
|          63 |      112.75 |
|          64 |      100.67 |
|          65 |      103.78 |
|          66 |      144.66 |
|          67 |       99.78 |
|          68 |       94.78 |
|          69 |       96.75 |
|          70 |       80.82 |
|          71 |      129.70 |
|          72 |       99.70 |
|          73 |       97.76 |
|          74 |      103.73 |
|          75 |      155.59 |
|          76 |       77.77 |
|          77 |      100.72 |
|          78 |      141.69 |
|          79 |       84.78 |
|          80 |      137.70 |
|          81 |       93.78 |
|          82 |      130.74 |
|          83 |      101.75 |
|          84 |      141.67 |
|          85 |       87.77 |
|          86 |      148.67 |
|          87 |      145.70 |
|          88 |       87.79 |
|          89 |      134.68 |
|          90 |      110.72 |
|          91 |      113.65 |
|          92 |      133.72 |
|          93 |       91.77 |
|          94 |       79.79 |
|          95 |       77.82 |
|          96 |      105.73 |
|          97 |       58.82 |
|          98 |      106.75 |
|          99 |       91.76 |
|         100 |      102.76 |
|         101 |       96.76 |
|         102 |      137.67 |
|         103 |      146.69 |
|         104 |       92.76 |
|         105 |      120.74 |
|         106 |      100.77 |
|         107 |      126.70 |
|         108 |      132.70 |
|         109 |      107.74 |
|         110 |       59.86 |
|         111 |       97.74 |
|         112 |      133.70 |
|         113 |      113.71 |
|         114 |      139.67 |
|         115 |       91.70 |
|         116 |      111.73 |
|         117 |       71.81 |
|         118 |       82.79 |
|         119 |      153.66 |
|         120 |      143.68 |
|         121 |      109.74 |
|         122 |      126.68 |
|         123 |      100.76 |
|         124 |       73.82 |
|         125 |      135.68 |
|         126 |      117.72 |
|         127 |      107.76 |
